"","ForeName","Middle1","Middle2","LastName","Order","Title","PMID","DOI","Journal","Address"
"1233","Joost","","","Schymkowitz",13,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.","34842295","10.15252/embj.2021108591","The EMBO journal","Switch Laboratory, VIB-KU Leuven Center for Brain and Disease Research, Leuven, Belgium"
"1234","Joost","","","Wauters",27,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.","34798069","10.1016/j.cell.2021.10.027","Cell","Department of General Internal Medicine, University Hospitals Leuven, Leuven, Belgium"
"1235","Jordane","","","Dépagne",4,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.","34817085","10.15252/embj.2021108813","The EMBO journal","CIGEx platform. Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France"
"1236","Jordane","","","Goulas",7,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.","34533226","10.15252/embj.2020104543","The EMBO journal","CNRS-UMR9019, Equipe labellisée Ligue Contre le Cancer, Gustave Roussy, Paris-Saclay Université, Villejuif, France"
"1237","Jordi","","","Casanova",9,"Author Correction: Guidelines and definitions for research on epithelial-mesenchymal transition.","34654908","10.1038/s41580-021-00428-9","Nature reviews. Molecular cell biology","Institute for Research in Biomedicine (IRB Barcelona), Barcelona Institute of Science and Technology/Institut de Biologia Molecular de Barcelona (IBMB-CSIC), Barcelona, Spain"
"1238","Joris","","","de Wit",11,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.","34842295","10.15252/embj.2021108591","The EMBO journal","VIB Center for Brain &amp"
"1239","Jörn","","","Coers",2,"SNX10 and caspase-5 sort out endosomal LPS for a gut-wrenching Slug-fest.","34796973","10.15252/embj.2021110128","The EMBO journal","Department of Molecular Genetics and Microbiology, Duke University Medical Center, Durham, NC, USA"
"1240","Jory","","","Goldsmith",6,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA"
"1241","Jos","F","","Brouwers",10,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.","34873731","10.15252/embj.2020106837","The EMBO journal","Biochemistry and Cell Biology, Department of Veterinary Medicine, Utrecht University, Utrecht, The Netherlands"
"1242","Josefine","","","Radke",25,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Berlin Institute of Health (BIH), Berlin, Germany"
"1243","Joseph","","","Craft",15,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.","34852236","10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA"
"1244","Joseph","S","","Harrison",13,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.","34942047","10.15252/embj.2021108823","The EMBO journal","Department of Chemistry, University of the Pacific, Stockton, CA, USA"
"1245","Joseph","A","","Jurcisek",4,"Z-form extracellular DNA is a structural component of the bacterial biofilm matrix.","34735796","10.1016/j.cell.2021.10.010","Cell","Center for Microbial Pathogenesis, Abigail Wexner Research Institute at Nationwide Children's Hospital, Columbus, OH 43205, USA"
"1246","Joseph","","","Lee",6,"Non-genetic and genetic rewiring underlie adaptation to hypomorphic alleles of an essential gene.","34528284","10.15252/embj.2021107839","The EMBO journal","Department of Medicine, Yong Loo Lin School of Medicine, NUS and National University Health System, Singapore, Singapore"
"1247","Joseph","","","Parker",6,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.","34890552","10.1016/j.cell.2021.11.014","Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA. Electronic address: joep@caltech"
"1248","Joseph","","","Puccini",5,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.","34963055","10.1016/j.cell.2021.12.005","Cell","Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY 10016, USA"
"1249","Joseph","T","","Roland",48,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA"
"1250","Joseph","","","Wickham",10,"Z-form extracellular DNA is a structural component of the bacterial biofilm matrix.","34735796","10.1016/j.cell.2021.10.010","Cell","Center for Microbial Pathogenesis, Abigail Wexner Research Institute at Nationwide Children's Hospital, Columbus, OH 43205, USA"
"1251","Joseph","T","P","Yeeles",4,"Structure of a human replisome shows the organisation and interactions of a DNA replication machine.","34694004","10.15252/embj.2021108819","The EMBO journal","MRC Laboratory of Molecular Biology, Cambridge, UK"
"1252","Joshua","A","","Bagley",2,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.","34661293","10.15252/embj.2021108714","The EMBO journal","Institute of Molecular Biotechnology of the Austrian Academy of Sciences (IMBA), Vienna, Austria"
"1253","Joshua","","","Boyer",4,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.","34942047","10.15252/embj.2021108823","The EMBO journal","Department of Biochemistry and Biophysics and Lineberger Comprehensive Cancer Center, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA"
"1254","Joshua","","","Chiou",5,"A single-cell atlas of chromatin accessibility in the human genome.","34774128","10.1016/j.cell.2021.10.024","Cell","Biomedical Sciences Graduate Program, University of California San Diego, La Jolla, CA, USA"
"1255","Joshua","","","Hutchings",5,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163","10.15252/embj.2021109728","The EMBO journal","Department of Biological Sciences, Birkbeck College, London, UK"
"1256","Joshua","P","","Steimel",10,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.","34942047","10.15252/embj.2021108823","The EMBO journal","Department of Mechanical Engineering, University of the Pacific, Stockton, CA, USA"
"1257","Jost","","","Enninga",5,"Purification of infection-associated macropinosomes by magnetic isolation for proteomic characterization.","34697468","10.1038/s41596-021-00610-5","Nature protocols","Institut Pasteur, Dynamics of Host-Pathogen Interactions Unit and CNRS UMR 3691, Paris, France"
"1258","Joyce","B","J","van Meurs",64,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"1259","Jr-Ming","","","Yang",1,"Deciphering cell signaling networks with massively multiplexed biosensor barcoding.","34838160","10.1016/j.cell.2021.11.005","Cell","Department of Pathology, Johns Hopkins Medical Institutions, Baltimore, MD 21205, USA. Electronic address: jyang38@jhmi"
"1260","Juan","C","","Canul-Tec",1,"The ion-coupling mechanism of human excitatory amino acid transporters.","34747040","10.15252/embj.2021108341","The EMBO journal","Membrane Protein Mechanisms Unit, Institut Pasteur, Paris, France"
"1261","Juan","","","Fan",1,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Department of Cell Biology and Department of Cardiology of the Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China"
"1262","Juan","I","","Moliva",17,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.","34921774","10.1016/j.cell.2021.12.002","Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA"
"1263","Juanran","","","Liang",29,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"1264","Judith","","","Fischer-Sternjak",11,"Molecular diversity of diencephalic astrocytes reveals adult astrogenesis regulated by Smad4.","34549820","10.15252/embj.2020107532","The EMBO journal","Biomedical Center (BMC), Division of Physiological Genomics, Faculty of Medicine, LMU Munich, Munich, Germany"
"1265","Judith","","","Frydman",22,"A defective viral genome strategy elicits broad protective immunity against respiratory viruses.","34852237","10.1016/j.cell.2021.11.023","Cell","Department of Biology and Genetics, Stanford University, Stanford, CA 94305, USA"
"1266","Judith","","","Schlagnitweit",5,"Mutate-and-chemical-shift-fingerprint (MCSF) to characterize excited states in RNA using NMR spectroscopy.","34608336","10.1038/s41596-021-00606-1","Nature protocols","Department of Medical Biochemistry and Biophysics, Karolinska Institute, Stockholm, Sweden"
"1267","Judith","M","","Short",2,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.","34935163","10.15252/embj.2021109728","The EMBO journal","Medical Research Council Laboratory of Molecular Biology, Cambridge, UK"
"1268","Judith","A","","Steen",15,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.","34890553","10.1016/j.cell.2021.11.029","Cell",""
"1269","Judith","B","","Zaugg",4,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.","34773120","10.1038/s41596-021-00630-1","Nature protocols","European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Heidelberg, Germany"
"1270","Juergen","A","","Knoblich",8,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.","34661293","10.15252/embj.2021108714","The EMBO journal","Institute of Molecular Biotechnology of the Austrian Academy of Sciences (IMBA), Vienna, Austria"
"1271","Julia","","","Acker",2,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.","34524703","10.15252/embj.2021107711","The EMBO journal","Department of Biochemistry, University of Cambridge, Cambridge, UK"
"1272","Julia","","","Arand",12,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.","34586646","10.15252/embj.2021108234","The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria"
"1273","Julia","","","Cha",12,"Postnatal expression of the lysine methyltransferase SETD1B is essential for learning and the regulation of neuron-enriched genes.","34806773","10.15252/embj.2020106459","The EMBO journal","Department for Systems Medicine and Epigenetics, German Center for Neurodegenerative Diseases (DZNE), Göttingen, Germany"
"1274","Julia","","","Chamot-Rooke",7,"The ion-coupling mechanism of human excitatory amino acid transporters.","34747040","10.15252/embj.2021108341","The EMBO journal","Mass Spectrometry for Biology Unit, CNRS USR 2000, Institut Pasteur, Paris, France"
"1275","Julia","Y","","Co",1,"Controlling the polarity of human gastrointestinal organoids to investigate epithelial biology and infectious diseases.","34663962","10.1038/s41596-021-00607-0","Nature protocols","Division of Infectious Diseases, Department of Pediatrics, Stanford University, Stanford, CA, USA"
"1276","Julia","L","","Drewes",13,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Department of Medicine, Division of Infectious Diseases, Johns Hopkins University School of Medicine, Baltimore, MD, USA"
"1277","Julia","","","Kazmierski",24,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.","34914922","10.1016/j.cell.2021.11.033","Cell","Berlin Institute of Health (BIH), Berlin, Germany"
"1278","Julia","","","Morales-Sanfrutos",6,"Proteome-wide analysis of protein lipidation using chemical probes: in-gel fluorescence visualization, identification and quantification of N-myristoylation, N- and S-acylation, O-cholesterylation, S-farnesylation and S-geranylgeranylation.","34707257","10.1038/s41596-021-00601-6","Nature protocols","Department of Chemistry, Imperial College London, Molecular Sciences Research Hub, London, UK"
"1279","Julia","","","Scheel",20,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"1280","Julia","","","Somers",17,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"1281","Julia","","","Steinberg",29,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"1282","Julian","","","Buchrieser",17,"SARS-CoV-2 Alpha, Beta, and Delta variants display enhanced Spike-mediated syncytia formation.","34601723","10.15252/embj.2021108944","The EMBO journal","Virus &amp"
"1283","Julian","","","Lange",2,"De novo deletions and duplications at recombination hotspots in mouse germlines.","34793701","10.1016/j.cell.2021.10.025","Cell","Molecular Biology Program, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA"
"1284","Julie","E","","Cansfield",7,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK"
"1285","Julie","F","","Cheung",7,"Neoantigen-driven B cell and CD4 T follicular helper cell collaboration promotes anti-tumor CD8 T cell responses.","34852236","10.1016/j.cell.2021.11.007","Cell","Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, USA"
"1286","Julie","C","","DiCarlo",6,"Quantitative magnetic resonance imaging and tumor forecasting of breast cancer patients in the community setting.","34552262","10.1038/s41596-021-00617-y","Nature protocols","Oden Institute for Computational Engineering and Sciences, Austin, TX, USA"
"1287","Julie","","","Lévi-Strauss",7,"Neurotransmitter signaling regulates distinct phases of multimodal human interneuron migration.","34661293","10.15252/embj.2021108714","The EMBO journal","Institute of Molecular Biotechnology of the Austrian Academy of Sciences (IMBA), Vienna, Austria"
"1288","Julie","","","Warneck",36,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.","34822784","10.1016/j.cell.2021.11.001","Cell","Protogenia Consulting Ltd, PO-Box 289, Ely, CB79DR, UK"
"1289","Julie","","","Wilson",15,"Spatially confined sub-tumor microenvironments in pancreatic cancer.","34644529","10.1016/j.cell.2021.09.022","Cell","PanCuRx Translational Research Initiative, Ontario Institute for Cancer Research, Toronto, ON M5G 0A3, Canada"
"1290","Julio","","","Saez-Rodriguez",132,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"1291","Julius","","","Rabl",8,"The CRL4DCAF1 cullin-RING ubiquitin ligase is activated following a switch in oligomerization state.","34595758","10.15252/embj.2021108008","The EMBO journal","Friedrich Miescher Institute for Biomedical Research, Basel, Switzerland"
"1292","Jun","","","Lin",31,"COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.","34767776","10.1016/j.cell.2021.10.023","Cell",""
"1293","Jun","","","Maeda",11,"A genetically targeted reporter for PET imaging of deep neuronal circuits in mammalian brains.","34636430","10.15252/embj.2021107757","The EMBO journal","Department of Functional Brain Imaging, National Institutes for Quantum and Radiological Science and Technology, Chiba, Japan"
"1294","Jun","","","Wang",17,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China"
"1295","Jun","","","Wu",11,"Acetylcholine-synthesizing macrophages in subcutaneous fat are regulated by β2 -adrenergic signaling.","34459015","10.15252/embj.2020106061","The EMBO journal","Life Sciences Institute, University of Michigan, Ann Arbor, MI, USA"
"1296","Jun","","","Yan",3,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.","34653350","10.1016/j.cell.2021.09.018","Cell","Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA"
"1297","Jun","","","Yan",4,"Mapping the genetic landscape of DNA double-strand break repair.","34672952","10.1016/j.cell.2021.10.002","Cell","Department of Molecular Biology, Princeton University, Princeton, NJ 08544, USA"
"1298","Jun-Ichi","","","Takeda",4,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.","34605568","10.15252/embj.2020107485","The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan"
"1299","Junhe","","","Yang",9,"The Chinese pine genome and methylome unveil key features of conifer evolution.","34965378","10.1016/j.cell.2021.12.006","Cell","Beijing Advanced Innovation Center for Tree Breeding by Molecular Design, National Engineering Laboratory for Tree Breeding, Key Laboratory of Genetics and Breeding in Forest Trees and Ornamental Plants, Ministry of Education, The Tree and Ornamental Plant Breeding and Biotechnology Laboratory of National Forestry and Grassland Administration, College of Biological Sciences and Technology, Beijing Forestry University, Beijing 100083, P.R. China"
"1300","Junhong","","","Li",7,"Glycogen accumulation and phase separation drives liver tumor initiation.","34678143","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China"
"1301","Junning","","","Wang",17,"Microenvironment drives cell state, plasticity, and drug response in pancreatic cancer.","34890551","10.1016/j.cell.2021.11.017","Cell","Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, MA 02215, USA"
"1302","Junwei","","","Liu",4,"NKG2D discriminates diverse ligands through selectively mechano-regulated ligand conformational changes.","34913508","10.15252/embj.2021107739","The EMBO journal","Key Laboratory for Biomedical Engineering of the Ministry of Education, Zhejiang University, Hangzhou, China"
"1303","Junya","","","Tomida",3,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.","34533226","10.15252/embj.2020104543","The EMBO journal","Department of Epigenetics and Molecular Carcinogenesis, The University of Texas MD Anderson Cancer Center and The University of Texas MD Anderson Cancer Center UT Health Graduate School of Biomedical Sciences, Houston, TX, USA"
"1304","Jürgen","","","Popp",2,"Chemometric analysis in Raman spectroscopy from experimental design to machine learning-based modeling.","34741152","10.1038/s41596-021-00620-3","Nature protocols","Leibniz Institute of Photonic Technology Jena (IPHT Jena), Member of Leibniz Health Technologies, Jena, Germany"
"1305","Justin","","","Bodner",11,"UBR7 acts as a histone chaperone for post-nucleosomal histone H3.","34786730","10.15252/embj.2021108307","The EMBO journal","Department of Biochemistry and Molecular Genetics, Northwestern University Feinberg School of Medicine, Chicago, IL, USA"
"1306","Juthathip","","","Mongkolsapaya",47,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.","34735795","10.1016/j.cell.2021.10.011","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK"
"1307","Juthathip","","","Mongkolsapaya",15,"The epitope arrangement on flavivirus particles contributes to Mab C10's extraordinary neutralization breadth across Zika and dengue viruses.","34852239","10.1016/j.cell.2021.11.010","Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK"
"1308","K","Christopher","","Garcia",10,"RTN4/NoGo-receptor binding to BAI adhesion-GPCRs regulates neuronal development.","34758294","10.1016/j.cell.2021.10.016","Cell","Department of Molecular and Cellular Physiology, Stanford University School of Medicine, Stanford, CA 94305, USA"
"1309","Kadi","L","","Saar",6,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.","34524703","10.15252/embj.2021107711","The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK"
"1310","Kaeli","A","","Welsh",1,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.","34942047","10.15252/embj.2021108823","The EMBO journal","Department of Pharmacology and Lineberger Comprehensive Cancer Center, University of North Carolina School of Medicine, Chapel Hill, NC, USA"
"1311","Kai","","","Huang",5,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","34715022","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA"
"1312","Kai","","","Karius",2,"Integrative structural modeling of macromolecular complexes using Assembline.","34845384","10.1038/s41596-021-00640-z","Nature protocols","Centre for Structural Systems Biology (CSSB), Hamburg, Germany"
"1313","Kai","","","Kretzschmar",2,"Author Correction: Establishment of patient-derived cancer organoids for drug-screening applications.","33437066","10.1038/s41596-021-00494-5","Nature protocols","Oncode Institute, Hubrecht Institute, Royal Netherlands Academy of Arts and Sciences (KNAW) and University Medical Center (UMC) Utrecht, Utrecht, the Netherlands. kai.kretzschmar@uni-wuerzburg"
"1314","Kai","","","Papenfort",10,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.","34612526","10.15252/embj.2021108542","The EMBO journal","Institute of Microbiology, Friedrich Schiller University, Jena, Germany"
"1315","Kai","","","Zhang",1,"A single-cell atlas of chromatin accessibility in the human genome.","34774128","10.1016/j.cell.2021.10.024","Cell","Ludwig Institute for Cancer Research, La Jolla, CA, USA"
"1316","Kaixin","","","He",8,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","34678144","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China"
"1317","Kamyab","","","Javanmardi",4,"Expression and characterization of SARS-CoV-2 spike proteins.","34611365","10.1038/s41596-021-00623-0","Nature protocols","Department of Molecular Biosciences, The University of Texas at Austin, Austin, TX, USA"
"1318","Kaori","","","Tanaka",4,"Modeling population size independent tissue epigenomes by ChIL-seq with single thin sections.","34730297","10.15252/msb.202110323","Molecular systems biology","Division of Transcriptomics, Medical Institute of Bioregulation, Kyushu University, Fukuoka, Japan"
"1319","Karel","","","Svoboda",13,"EASI-FISH for thick tissue defines lateral hypothalamus spatio-molecular organization.","34875226","10.1016/j.cell.2021.11.024","Cell","Janelia Research Campus, Howard Hughes Medical Institute, Ashburn, VA 20147, USA"
"1320","Karen","","","Castillo",1,"BAX inhibitor-1 regulates autophagy by controlling the IRE1α branch of the unfolded protein response.","34726286","10.15252/embj.2021109149","The EMBO journal",""
"1321","Karen","L","","Maxwell",1,"Cyclic pyrimidines jump on the anti-phage bandwagon.","34767773","10.1016/j.cell.2021.10.012","Cell","Department of Biochemistry, University of Toronto, 661 University Ave, Toronto, ON, Canada. Electronic address: karen.maxwell@utoronto"
"1322","Karen","","","Rothfels",64,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.","34939300","10.15252/msb.202110851","Molecular systems biology",""
"1323","Karen","","","Zheng",10,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","34715023","10.1016/j.cell.2021.10.009","Cell",""
"1324","Kari","","","Salokas",6,"SARS-CoV-2-host proteome interactions for antiviral drug discovery.","34709727","10.15252/msb.202110396","Molecular systems biology","Institute of Biotechnology, University of Helsinki, Helsinki, Finland"
"1325","Kari","","","Stefansson",44,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.","34822786","10.1016/j.cell.2021.11.003","Cell",""
"1326","Karin","","","Pelka",23,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.","34910928","10.1016/j.cell.2021.11.031","Cell","Broad Institute of Massachusetts Institute of Technology and Harvard, Cambridge, MA, USA"
"1327","Karine","","","Dubrana",10,"Sir3 heterochromatin protein promotes non-homologous end joining by direct inhibition of Sae2.","34817085","10.15252/embj.2021108813","The EMBO journal","Université de Paris and Université Paris-Saclay, INSERM, iRCM/IBFJ CEA, UMR Stabilité Génétique Cellules Souches et Radiations, Fontenay-aux-Roses, France"
"1328","Karl","M","","Glastad",2,"Kr-h1 maintains distinct caste-specific neurotranscriptomes in response to socially regulated hormones.","34739833","10.1016/j.cell.2021.10.006","Cell","Epigenetics Institute and Department of Cell and Developmental Biology, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA"
"1329","Karl","M","","Glastad",17,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191","10.1016/j.cell.2021.11.016","Cell","Department of Cell and Developmental Biology, Penn Institute of Epigenetics, Perelman School of Medicine, Philadelphia, PA 19104, USA"
"1330","Karl","N","","Miller",1,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","34715021","10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA"
"1331","Karthikeyan","","","Tangavelou",7,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.","34741801","10.1016/j.cell.2021.10.017","Cell","Autophagy Inflammation and Metabolism Center, University of New Mexico Health Sciences Center, Albuquerque, NM, USA"
"1332","Kashish","","","Chetal",13,"Ontogeny and function of the circadian clock in intestinal organoids.","34704277","10.15252/embj.2020106973","The EMBO journal","Division of Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA"
"1333","Kasthuri","","","Venkateswaran",25,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.","34822785","10.1016/j.cell.2021.11.008","Cell",""
"1334","Kate","","","Schroder",1,"Caging NLRP3 tames inflammasome activity.","34942097","10.1016/j.cell.2021.11.035","Cell","Institute for Molecular Bioscience and IMB Centre for Inflammation and Disease Research, The University of Queensland, St. Lucia, QLD 4072, Australia"
"1335","Katelyn","C","","Davis",23,"Discovering dominant tumor immune archetypes in a pan-cancer census.","34963056","10.1016/j.cell.2021.12.004","Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA"
"1336","Katerina","","","Konstantoulea",1,"Heterotypic Amyloid β interactions facilitate amyloid assembly and modify amyloid structure.","34842295","10.15252/embj.2021108591","The EMBO journal","Switch Laboratory, VIB-KU Leuven Center for Brain and Disease Research, Leuven, Belgium"
"1337","Katherine","A","","Alexander",13,"An NK-like CAR T cell transition in CAR T cell dysfunction.","34861191","10.1016/j.cell.2021.11.016","Cell","Department of Cell and Developmental Biology, Penn Institute of Epigenetics, Perelman School of Medicine, Philadelphia, PA 19104, USA"
"1338","Katherine","M","","Kennedy",1,"Over-celling fetal microbial exposure.","34822779","10.1016/j.cell.2021.10.026","Cell","Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada"
"1339","Katherine","E","","Larrimore",2,"Non-genetic and genetic rewiring underlie adaptation to hypomorphic alleles of an essential gene.","34528284","10.15252/embj.2021107839","The EMBO journal","Institute of Medical Biology (IMB), Agency for Science, Technology and Research (A*STAR), Singapore, Singapore"
"1340","Katherine","M","","Wilson",4,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.","34791698","10.15252/embj.2020105026","The EMBO journal","Department of Neurodegenerative Disease, UCL Queen Square Institute of Neurology, London, UK"
"1341","Kathleen","","","Rubins",33,"Fundamental Biological Features of Spaceflight: Advancing the Field to Enable Deep-Space Exploration.","34822785","10.1016/j.cell.2021.11.008","Cell",""
"1342","Kathrin","","","Plath",12,"RNA promotes the formation of spatial compartments in the nucleus.","34739832","10.1016/j.cell.2021.10.014","Cell","Department of Biological Chemistry, University of California, Los Angeles, Los Angeles, CA 90095, USA"
"1343","Kathrin","","","Plath",18,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34813726","10.1016/j.cell.2021.10.022","Cell","Department of Biological Chemistry, David Geffen School of Medicine, University of California, Los Angeles, Los Angeles, CA 90095, USA. Electronic address: kplath@mednet.ucla"
"1344","Kathrin","","","Plath",18,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.","34890555","10.1016/j.cell.2021.11.028","Cell",""
"1345","Kathryn","C","","Asalone",5,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.","34822781","10.1016/j.cell.2021.10.030","Cell","Biology Department, American University, Washington, D.C. 20016, USA"
"1346","Kathryn","A","","Bracht",14,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.","34822781","10.1016/j.cell.2021.10.030","Cell","Independent Scholar, Washington, D.C. 20016, USA"
