FirstName,LastName,Order,PMID,DOI,Journal,Field,CitationCount,Gender,Date.Received,Date.Published,Title,Address
Mohan,Sanghadasa,8,34622260,10.1039/d0cs01493a,Chemical Society reviews,Chemistry,0,M,4/28/21,10/8/21,Bio-inspired strategies for next-generation perovskite solar mobile power sources.,U.S. Army Combat Capabilities Development Command Aviation &amp
Shashank,Priya,9,34622260,10.1039/d0cs01493a,Chemical Society reviews,Chemistry,0,M,4/28/21,10/8/21,Bio-inspired strategies for next-generation perovskite solar mobile power sources.,Department of Materials Science &amp
Kai,Wang,10,34622260,10.1039/d0cs01493a,Chemical Society reviews,Chemistry,0,M,4/28/21,10/8/21,Bio-inspired strategies for next-generation perovskite solar mobile power sources.,Department of Materials Science &amp
Longfei,Lin,1,34632985,10.1039/d1cs00039j,Chemical Society reviews,Chemistry,1,M,1/15/21,8/18/21,Emerging heterogeneous catalysts for biomass conversion: studies of the reaction mechanism.,"Beijing National Laboratory for Molecular Sciences, Key Laboratory of Colloid and Interface and Thermodynamics, Institute of Chemistry, Chinese Academy of Sciences, Beijing, 100190, China. hanbx@iccas.ac"
Xue,Han,2,34632985,10.1039/d1cs00039j,Chemical Society reviews,Chemistry,1,F,1/15/21,8/18/21,Emerging heterogeneous catalysts for biomass conversion: studies of the reaction mechanism.,"Department of Chemistry, University of Manchester, Manchester, M13 9PL, UK. Sihai.Yang@manchester.ac"
Buxing,Han,3,34632985,10.1039/d1cs00039j,Chemical Society reviews,Chemistry,1,M,1/15/21,8/18/21,Emerging heterogeneous catalysts for biomass conversion: studies of the reaction mechanism.,"Beijing National Laboratory for Molecular Sciences, Key Laboratory of Colloid and Interface and Thermodynamics, Institute of Chemistry, Chinese Academy of Sciences, Beijing, 100190, China. hanbx@iccas.ac"
Sihai,Yang,4,34632985,10.1039/d1cs00039j,Chemical Society reviews,Chemistry,1,M,1/15/21,8/18/21,Emerging heterogeneous catalysts for biomass conversion: studies of the reaction mechanism.,"Department of Chemistry, University of Manchester, Manchester, M13 9PL, UK. Sihai.Yang@manchester.ac"
Chao,Wang,1,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"CAS Key Laboratory of Separation Science for Analytical Chemistry, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, 457 Zhongshan Road, Dalian 116023, China. zcxu@dicp.ac"
Weijie,Chi,2,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"Fluorescence Research Group, Singapore University of Technology and Design, 8 Somapah Road, 487372, Singapore. xiaogang_liu@sutd.edu"
Qinglong,Qiao,3,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"CAS Key Laboratory of Separation Science for Analytical Chemistry, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, 457 Zhongshan Road, Dalian 116023, China. zcxu@dicp.ac"
Davin,Tan,4,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"Fluorescence Research Group, Singapore University of Technology and Design, 8 Somapah Road, 487372, Singapore. xiaogang_liu@sutd.edu"
Zhaochao,Xu,5,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"CAS Key Laboratory of Separation Science for Analytical Chemistry, Dalian Institute of Chemical Physics, Chinese Academy of Sciences, 457 Zhongshan Road, Dalian 116023, China. zcxu@dicp.ac"
Xiaogang,Liu,6,34633008,10.1039/d1cs00239b,Chemical Society reviews,Chemistry,0,M,6/24/21,10/11/21,Twisted intramolecular charge transfer (TICT) and twists beyond TICT: from mechanisms to rational designs of bright and sensitive fluorophores.,"Fluorescence Research Group, Singapore University of Technology and Design, 8 Somapah Road, 487372, Singapore. xiaogang_liu@sutd.edu"
Shukun,Tang,1,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Pharmaceutics, Daqing Branch, Harbin Medical University, Research and Development of Natural Products Key Laboratory of Harbin Medical University, 39 Xin Yang Road, Daqing, 163319, China. fisher1688@163"
Zahra,Davoudi,2,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,F,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Chemical and Biological Engineering, Iowa State University, 1014 Sweeney Hall, Ames, IA 50011, USA. qunwang@iastate"
Guangtian,Wang,3,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Pharmaceutics, Daqing Branch, Harbin Medical University, Research and Development of Natural Products Key Laboratory of Harbin Medical University, 39 Xin Yang Road, Daqing, 163319, China. fisher1688@163"
Zihao,Xu,4,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Materials Science and Engineering, Iowa State University, Ames, IA 50011, USA"
Tanzeel,Rehman,5,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Materials Science and Engineering, Iowa State University, Ames, IA 50011, USA"
Aleksander,Prominski,6,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"The James Franck Institute, Department of Chemistry, The Institute for Biophysical Dynamics, The University of Chicago, Chicago, Illinois 60637, USA"
Bozhi,Tian,7,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"The James Franck Institute, Department of Chemistry, The Institute for Biophysical Dynamics, The University of Chicago, Chicago, Illinois 60637, USA"
Kaitlin,Bratlie,8,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,F,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Chemical and Biological Engineering, Iowa State University, 1014 Sweeney Hall, Ames, IA 50011, USA. qunwang@iastate"
Haisheng,Peng,9,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Pharmaceutics, Daqing Branch, Harbin Medical University, Research and Development of Natural Products Key Laboratory of Harbin Medical University, 39 Xin Yang Road, Daqing, 163319, China. fisher1688@163"
Qun,Wang,10,34636824,10.1039/d1cs00029b,Chemical Society reviews,Chemistry,0,M,2/4/21,10/8/21,Soft materials as biological and artificial membranes.,"Department of Chemical and Biological Engineering, Iowa State University, 1014 Sweeney Hall, Ames, IA 50011, USA. qunwang@iastate"
Zhenyun,Zhao,1,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","State Key Laboratory of Silicon Materials, Key Laboratory for Biomedical Engineering of Ministry of Education, School of Materials Science and Engineering, Zhejiang University, Hangzhou 310027, China. lujianguo@zju.edu"
Kequan,Xia,2,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","Ocean College, Zhejiang University, Zhoushan 316021, China"
Yang,Hou,3,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","College of Chemical and Biological Engineering, Zhejiang University, Hangzhou 310027, China"
Qinghua,Zhang,4,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","College of Chemical and Biological Engineering, Zhejiang University, Hangzhou 310027, China"
Zhizhen,Ye,5,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","State Key Laboratory of Silicon Materials, Key Laboratory for Biomedical Engineering of Ministry of Education, School of Materials Science and Engineering, Zhejiang University, Hangzhou 310027, China. lujianguo@zju.edu"
Jianguo,Lu,6,34643198,10.1039/d1cs00800e,Chemical Society reviews,Chemistry,2,M,8/24/21,10/13/21,"Designing flexible, smart and self-sustainable supercapacitors for portable/wearable electronics: from conductive polymers.","State Key Laboratory of Silicon Materials, Key Laboratory for Biomedical Engineering of Ministry of Education, School of Materials Science and Engineering, Zhejiang University, Hangzhou 310027, China. lujianguo@zju.edu"
Yingping,Pang,1,34647937,10.1039/d1cs00120e,Chemical Society reviews,Chemistry,0,M,4/29/21,10/14/21,Emerging two-dimensional nanomaterials for electrochemical nitrogen reduction.,"Key Laboratory of Colloid and Interface Chemistry, Ministry of Education, School of Chemistry and Chemical Engineering, State Key Laboratory of Crystal Material, Shandong University, Jinan 250100, China. xulq@sdu.edu"
Chao,Su,2,34647937,10.1039/d1cs00120e,Chemical Society reviews,Chemistry,0,M,4/29/21,10/14/21,Emerging two-dimensional nanomaterials for electrochemical nitrogen reduction.,"School of Energy and Power, Jiangsu University of Science and Technology, Zhenjiang 212100, China. chao.su@just.edu"
Guohua,Jia,3,34647937,10.1039/d1cs00120e,Chemical Society reviews,Chemistry,0,M,4/29/21,10/14/21,Emerging two-dimensional nanomaterials for electrochemical nitrogen reduction.,"Curtin Institute of Functional Molecules and Interfaces, School of Molecular and Life Sciences, Curtin University, Perth, WA 6102, Australia"
Liqiang,Xu,4,34647937,10.1039/d1cs00120e,Chemical Society reviews,Chemistry,0,M,4/29/21,10/14/21,Emerging two-dimensional nanomaterials for electrochemical nitrogen reduction.,"Key Laboratory of Colloid and Interface Chemistry, Ministry of Education, School of Chemistry and Chemical Engineering, State Key Laboratory of Crystal Material, Shandong University, Jinan 250100, China. xulq@sdu.edu"
Zongping,Shao,5,34647937,10.1039/d1cs00120e,Chemical Society reviews,Chemistry,0,M,4/29/21,10/14/21,Emerging two-dimensional nanomaterials for electrochemical nitrogen reduction.,"WA School of Mines: Minerals, Energy and Chemical Engineering, Curtin University, Perth, WA 6102, Australia. zongping.shao@curtin.edu"
Sijie,Zhou,1,34651628,10.1039/d1cs00722j,Chemical Society reviews,Chemistry,0,F,7/31/21,10/15/21,Directed genome evolution driven by structural rearrangement techniques.,"Frontier Science Center for Synthetic Biology (Ministry of Education), Tianjin University, Tianjin, 300072, China. yjyuan@tju.edu"
Yi,Wu,2,34651628,10.1039/d1cs00722j,Chemical Society reviews,Chemistry,0,F,7/31/21,10/15/21,Directed genome evolution driven by structural rearrangement techniques.,"Frontier Science Center for Synthetic Biology (Ministry of Education), Tianjin University, Tianjin, 300072, China. yjyuan@tju.edu"
Ze-Xiong,Xie,3,34651628,10.1039/d1cs00722j,Chemical Society reviews,Chemistry,0,M,7/31/21,10/15/21,Directed genome evolution driven by structural rearrangement techniques.,"Frontier Science Center for Synthetic Biology (Ministry of Education), Tianjin University, Tianjin, 300072, China. yjyuan@tju.edu"
Bin,Jia,4,34651628,10.1039/d1cs00722j,Chemical Society reviews,Chemistry,0,M,7/31/21,10/15/21,Directed genome evolution driven by structural rearrangement techniques.,"Frontier Science Center for Synthetic Biology (Ministry of Education), Tianjin University, Tianjin, 300072, China. yjyuan@tju.edu"
Ying-Jin,Yuan,5,34651628,10.1039/d1cs00722j,Chemical Society reviews,Chemistry,0,M,7/31/21,10/15/21,Directed genome evolution driven by structural rearrangement techniques.,"Frontier Science Center for Synthetic Biology (Ministry of Education), Tianjin University, Tianjin, 300072, China. yjyuan@tju.edu"
Fu-Dong,Lu,1,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,M,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Jun,Chen,2,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,M,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Xuan,Jiang,3,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,M,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Jia-Rong,Chen,4,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,F,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Liang-Qiu,Lu,5,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,M,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Wen-Jing,Xiao,6,34652345,10.1039/d1cs00210d,Chemical Society reviews,Chemistry,0,F,2/26/21,10/15/21,Recent advances in transition-metal-catalysed asymmetric coupling reactions with light intervention.,"CCNU-uOttawa Joint Research Centre, Key Laboratory of Pesticide and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, 152 Luoyu Road, Wuhan 430079, China. luliangqiu@mail.ccnu.edu"
Rakesh,Sharma,1,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Green Chemistry Network Centre, University of Delhi, New Delhi-110007, India. rksharmagreenchem@hotmail"
Sneha,Yadav,2,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,F,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Green Chemistry Network Centre, University of Delhi, New Delhi-110007, India. rksharmagreenchem@hotmail"
Sriparna,Dutta,3,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,F,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Green Chemistry Network Centre, University of Delhi, New Delhi-110007, India. rksharmagreenchem@hotmail"
Hanumant,Kale,4,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Department of Industrial and Engineering Chemistry, Institute of Chemical Technology, Mumbai-Marathwada Campus, Jalna-431213, Maharashtra, India. mb.gawande@marj.ictmumbai.edu"
Indrajeet,Warkad,5,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Department of Industrial and Engineering Chemistry, Institute of Chemical Technology, Mumbai-Marathwada Campus, Jalna-431213, Maharashtra, India. mb.gawande@marj.ictmumbai.edu"
Radek,Zboril,6,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,3,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Department of Industrial and Engineering Chemistry, Institute of Chemical Technology, Mumbai-Marathwada Campus, Jalna-431213, Maharashtra, India. mb.gawande@marj.ictmumbai.edu"
Rajender,Varma,7,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Regional Centre of Advanced Technologies and Materials, Czech Advanced Technology and Research Institute, Palacký University, Šlechtitelu 27, 779 00 Olomouc, Czech Republic"
Manoj,Gawande,8,34661205,10.1039/d0cs00912a,Chemical Society reviews,Chemistry,2,M,4/14/21,8/19/21,Silver nanomaterials: synthesis and (electro/photo) catalytic applications.,"Department of Industrial and Engineering Chemistry, Institute of Chemical Technology, Mumbai-Marathwada Campus, Jalna-431213, Maharashtra, India. mb.gawande@marj.ictmumbai.edu"
Hui,Huang,1,34661206,10.1039/d0cs01138j,Chemical Society reviews,Chemistry,3,F,2/20/21,8/19/21,"Two-dimensional biomaterials: material science, biological effect and biomedical engineering applications.","Materdicine Lab, School of Life Sciences, Shanghai University, Shanghai, 200444, P. R. China. fengw@shu.edu"
Wei,Feng,2,34661206,10.1039/d0cs01138j,Chemical Society reviews,Chemistry,3,M,2/20/21,8/19/21,"Two-dimensional biomaterials: material science, biological effect and biomedical engineering applications.","Materdicine Lab, School of Life Sciences, Shanghai University, Shanghai, 200444, P. R. China. fengw@shu.edu"
Yu,Chen,3,34661206,10.1039/d0cs01138j,Chemical Society reviews,Chemistry,3,M,2/20/21,8/19/21,"Two-dimensional biomaterials: material science, biological effect and biomedical engineering applications.","Materdicine Lab, School of Life Sciences, Shanghai University, Shanghai, 200444, P. R. China. fengw@shu.edu"
Ismael,Heisler,1,34661209,10.1039/d1cs00516b,Chemical Society reviews,Chemistry,0,M,6/1/21,8/19/21,Altered relaxation dynamics of excited state reactions by confinement in reverse micelles probed by ultrafast fluorescence up-conversion.,"Departamento de Física, Universidade Federal do Paraná, Curitiba, Paraná, CEP 81531-980, Brazil"
Stephen,Meech,2,34661209,10.1039/d1cs00516b,Chemical Society reviews,Chemistry,0,M,6/1/21,8/19/21,Altered relaxation dynamics of excited state reactions by confinement in reverse micelles probed by ultrafast fluorescence up-conversion.,"School of Chemistry, University of East Anglia, Norwich NR4 7TJ, UK. s.meech@uea.ac"
Matteo,Monai,1,34661210,10.1039/d1cs00357g,Chemical Society reviews,Chemistry,0,M,4/12/21,8/19/21,Propane to olefins tandem catalysis: a selective route towards light olefins production.,"Inorganic Chemistry and Catalysis Group, Debye Institute for Nanomaterials Science, Utrecht University, Universiteitsweg 99, 3584 CG Utrecht, The Netherlands. b.m.weckhuysen@uu"
Marianna,Gambino,2,34661210,10.1039/d1cs00357g,Chemical Society reviews,Chemistry,0,F,4/12/21,8/19/21,Propane to olefins tandem catalysis: a selective route towards light olefins production.,"Inorganic Chemistry and Catalysis Group, Debye Institute for Nanomaterials Science, Utrecht University, Universiteitsweg 99, 3584 CG Utrecht, The Netherlands. b.m.weckhuysen@uu"
Sippakorn,Wannakao,3,34661210,10.1039/d1cs00357g,Chemical Society reviews,Chemistry,0,M,4/12/21,8/19/21,Propane to olefins tandem catalysis: a selective route towards light olefins production.,"SCG Chemicals Co., Ltd, 1 Siam-Cement Rd, Bang sue, Bangkok 1080, Thailand"
Bert,Weckhuysen,4,34661210,10.1039/d1cs00357g,Chemical Society reviews,Chemistry,0,M,4/12/21,8/19/21,Propane to olefins tandem catalysis: a selective route towards light olefins production.,"Inorganic Chemistry and Catalysis Group, Debye Institute for Nanomaterials Science, Utrecht University, Universiteitsweg 99, 3584 CG Utrecht, The Netherlands. b.m.weckhuysen@uu"
Helena,Gavilán,1,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,F,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Sahitya,Avugadda,2,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,F,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Tamara,Fernández-Cabada,3,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,F,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Nisarg,Soni,4,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,M,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Marco,Cassani,5,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,M,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Binh,Mai,6,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,M,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
Roy,Chantrell,7,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,M,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Department of Physics, University of York, York YO10 5DD, UK"
Teresa,Pellegrino,8,34661212,10.1039/d1cs00427a,Chemical Society reviews,Chemistry,2,F,5/3/21,9/1/21,Magnetic nanoparticles and clusters for magnetic hyperthermia: optimizing their heat performance and developing combinatorial therapies to tackle cancer.,"Istituto Italiano di Tecnologia, via Morego 30, 16163 Genoa, Italy. helena.gavilan@iit"
David,Burmeister,1,34661213,10.1039/d1cs00497b,Chemical Society reviews,Chemistry,1,M,6/28/21,8/26/21,Development of metal-free layered semiconductors for 2D organic field-effect transistors.,"Institut für Chemie, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, 12489 Berlin, Germany. m.j.bojdys.02@cantab"
Matthias,Trunk,2,34661213,10.1039/d1cs00497b,Chemical Society reviews,Chemistry,1,M,6/28/21,8/26/21,Development of metal-free layered semiconductors for 2D organic field-effect transistors.,"Institut für Chemie, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, 12489 Berlin, Germany. m.j.bojdys.02@cantab"
Michael,Bojdys,3,34661213,10.1039/d1cs00497b,Chemical Society reviews,Chemistry,1,M,6/28/21,8/26/21,Development of metal-free layered semiconductors for 2D organic field-effect transistors.,"Institut für Chemie, Humboldt-Universität zu Berlin, Brook-Taylor-Str. 2, 12489 Berlin, Germany. m.j.bojdys.02@cantab"
Yi,Zhang,1,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,F,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Key Laboratory of Pesticides and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, Wuhan 430079, China. sunyaogbasp@mail.ccnu.edu"
Xiangqian,Zhang,2,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"State Key Laboratory Breeding Base of Green Pesticide and Agricultural Bioengineering, Ministry of Education, Guizhou University, Guiyang 550025, China. xyli1@gzu.edu"
Huocheng,Yang,3,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,Unk,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Key Laboratory of Pesticides and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, Wuhan 430079, China. sunyaogbasp@mail.ccnu.edu"
Le,Yu,4,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Department of Chemistry, Korea University, Seoul 02841, Korea. jongskim@korea.ac"
Yunjie,Xu,5,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,F,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Department of Chemistry, Korea University, Seoul 02841, Korea. jongskim@korea.ac"
Amit,Sharma,6,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"CSIR-Central Scientific Instruments Organisation, Sector-30C, Chandigarh 160030, India"
Peng,Yin,7,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Key Laboratory of Chemical Biology and Traditional Chinese Medicine Research (Hunan Normal University), Ministry of Education, Changsha, Hunan 410081, China"
Xiangyang,Li,8,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"State Key Laboratory Breeding Base of Green Pesticide and Agricultural Bioengineering, Ministry of Education, Guizhou University, Guiyang 550025, China. xyli1@gzu.edu"
Jong,Kim,9,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Department of Chemistry, Korea University, Seoul 02841, Korea. jongskim@korea.ac"
Yao,Sun,10,34661214,10.1039/d1cs00403d,Chemical Society reviews,Chemistry,4,M,6/25/21,9/2/21,Advanced biotechnology-assisted precise sonodynamic therapy.,"Key Laboratory of Pesticides and Chemical Biology, Ministry of Education, College of Chemistry, Central China Normal University, Wuhan 430079, China. sunyaogbasp@mail.ccnu.edu"
Xinxin,Wu,1,34661216,10.1039/d1cs00529d,Chemical Society reviews,Chemistry,1,F,6/4/21,9/1/21,"Radical-mediated rearrangements: past, present, and future.","Key Laboratory of Organic Synthesis of Jiangsu Province, College of Chemistry, Chemical Engineering and Materials Science, Soochow University, 199 Ren-Ai Road, Suzhou, Jiangsu 215123, China. chzhu@suda.edu"
Zhigang,Ma,2,34661216,10.1039/d1cs00529d,Chemical Society reviews,Chemistry,1,M,6/4/21,9/1/21,"Radical-mediated rearrangements: past, present, and future.","Key Laboratory of Organic Synthesis of Jiangsu Province, College of Chemistry, Chemical Engineering and Materials Science, Soochow University, 199 Ren-Ai Road, Suzhou, Jiangsu 215123, China. chzhu@suda.edu"
Tingting,Feng,3,34661216,10.1039/d1cs00529d,Chemical Society reviews,Chemistry,1,F,6/4/21,9/1/21,"Radical-mediated rearrangements: past, present, and future.","Key Laboratory of Organic Synthesis of Jiangsu Province, College of Chemistry, Chemical Engineering and Materials Science, Soochow University, 199 Ren-Ai Road, Suzhou, Jiangsu 215123, China. chzhu@suda.edu"
