"","ForeName","X","DOI","Middle1","Middle2","LastName","Order","Title","PMID","Journal","Address","CitationCount","proportion_male","proportion_female","gender","year_min","year_max"
"1743","Michael",1900,"10.15252/embj.2020106523","","","Bucher",4,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.",34935159,"The EMBO journal","RG Optobiology, Institute of Biology, Humboldt Universität zu Berlin, Berlin, Germany",0,0.9947,0.0053,"male",1932,2012
"1744","Michael",85,"10.1016/j.cell.2021.09.026","","","Pablo",3,"Biosensors based on peptide exposure show single molecule conformations in live cells.",34637702,"Cell","Department of Chemistry, University of North Carolina at Chapel Hill, Chapel Hill, NC 27599, USA",0,0.9947,0.0053,"male",1932,2012
"1745","Michael",798,"10.1016/j.cell.2021.11.004","","","Pablo",3,"Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.",34838159,"Cell","Gladstone|UCSF Center for Cell Circuitry, Gladstone Institutes, San Francisco, CA 94158, USA",0,0.9947,0.0053,"male",1932,2012
"1746","Michael",598,"10.1016/j.cell.2021.10.026","G","","Surette",16,"Over-celling fetal microbial exposure.",34822779,"Cell","Department of Biochemistry and Biomedical Sciences, McMaster University, Hamilton, ON, Canada",0,0.9947,0.0053,"male",1932,2012
"1747","Michael",1144,"10.1016/j.cell.2021.11.030","W","Y","Chan",10,"FOXP3 Is an X-Linked Breast Cancer Suppressor Gene and an Important Repressor of the HER-2/ErbB2 Oncogene.",34942100,"Cell","",0,0.9947,0.0053,"male",1932,2012
"1748","Michael",1115,"10.1016/j.cell.2021.11.029","","","DeTure",10,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"Cell","",0,0.9947,0.0053,"male",1932,2012
"1749","Michael",2474,"10.15252/embj.2021108823","J","","Emanuele",12,"Functional conservation and divergence of the helix-turn-helix motif of E2 ubiquitin-conjugating enzymes.",34942047,"The EMBO journal","Department of Pharmacology and Lineberger Comprehensive Cancer Center, University of North Carolina School of Medicine, Chapel Hill, NC, USA",0,0.9947,0.0053,"male",1932,2012
"1750","Michael",1821,"10.15252/embj.2020105026","","","Pancher",10,"C9orf72 ALS/FTD dipeptide repeat protein levels are reduced by small molecules that inhibit PKA or enhance protein degradation.",34791698,"The EMBO journal","HTS Core Facility, Department of Cellular, Computational and Integrative Biology, University of Trento, Trento, Italy",0,0.9947,0.0053,"male",1932,2012
"1751","Michael",2303,"10.15252/embj.2021108428","","","Schlame",6,"Cardiolipin remodeling enables protein crowding in the inner mitochondrial membrane.",34661298,"The EMBO journal","Department of Anesthesiology, New York University Grossman School of Medicine, New York, NY, USA",0,0.9947,0.0053,"male",1932,2012
"1752","Michaela",2594,"10.15252/embj.2021109728","J","","Conley",1,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.",34935163,"The EMBO journal","Medical Research Council - University of Glasgow Centre for Virus Research, Glasgow, UK",0,0.0014,0.9986,"female",1932,2012
"1753","Michaela",410,"10.1016/j.cell.2021.10.015","","","Nothard",24,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Mater Research Institute, The University of Queensland, Woolloongabba, Queensland 4102, Australia",0,0.0014,0.9986,"female",1932,2012
"1754","Michal",441,"10.1016/j.cell.2021.10.017","","","Mudd",3,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"Cell","Autophagy Inflammation and Metabolism Center, University of New Mexico Health Sciences Center, Albuquerque, NM, USA",0,0.4834,0.5166,"female",1932,2012
"1755","Michal",587,"10.1016/j.cell.2021.10.026","A","","Elovitz",8,"Over-celling fetal microbial exposure.",34822779,"Cell","Department of Microbiology, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA",0,0.4834,0.5166,"female",1932,2012
"1756","Michele",2004,"10.15252/embj.2020107568","","","Vendruscolo",16,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.",34617299,"The EMBO journal","Department of Chemistry, Centre for Misfolding Diseases, University of Cambridge, Cambridge, UK",0,0.0096,0.9904,"female",1932,2012
"1757","Michele",664,"10.1016/j.cell.2021.10.031","","","Tizzoni",11,"Infodemics: A new challenge for public health.",34890548,"Cell","ISI Foundation, 10126, Turin, Italy",1,0.0096,0.9904,"female",1932,2012
"1758","Michele",1372,"10.1016/j.cell.2021.12.005","","","Pagano",13,"EMSY inhibits homologous recombination repair and the interferon response, promoting lung cancer immune evasion.",34963055,"Cell","Department of Biochemistry and Molecular Pharmacology, New York University Grossman School of Medicine, New York, NY 10016, USA",0,0.0096,0.9904,"female",1932,2012
"1759","Michelle",425,"10.1016/j.cell.2021.10.017","","","Salemi",15,"Mammalian hybrid pre-autophagosomal structure HyPAS generates autophagosomes.",34741801,"Cell","Proteomics Core, University of California Davis, Davis, CA, USA",0,0.0038,0.9962,"female",1932,2012
"1760","Michelle",1772,"10.15252/embj.2019103718","","","Tang",7,"Oligomerization-driven MLKL ubiquitylation antagonizes necroptosis.",34698396,"The EMBO journal","The Florey Institute of Neuroscience and Mental Health, Parkville, VIC, Australia",0,0.0038,0.9962,"female",1932,2012
"1761","Michelle",2682,"10.15252/msb.202110625","","","Tang",1,"A genome-scale TF-DNA interaction network of transcriptional regulation of Arabidopsis primary and specialized metabolism.",34816587,"Molecular systems biology","Department of Plant Biology and Genome Center, University of California, Davis, Davis, CA, USA",0,0.0038,0.9962,"female",1932,2012
"1762","Miguel",1848,"10.15252/embj.2020105531","","","Sena-Esteves",24,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Department of Neurology, University of Massachusetts Medical School, Worcester, MA, USA",0,0.9936,0.0064,"male",1932,2012
"1763","Miguel",1843,"10.15252/embj.2020105531","L","","Concha",29,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Biomedical Neuroscience Institute, Faculty of Medicine, University of Chile, Santiago, Chile",0,0.9936,0.0064,"male",1932,2012
"1764","Miguel",2786,"10.15252/msb.202110851","","","Ponce de Leon",25,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.9936,0.0064,"male",1932,2012
"1765","Miguel",2720,"10.15252/msb.202110851","","","Vazquez",90,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,0.9936,0.0064,"male",1932,2012
"1766","Miguel",1574,"10.1038/s41596-021-00609-y","A","","Esteban",20,"Capture of the newly transcribed RNA interactome using click chemistry.",34697467,"Nature protocols","Laboratory of Integrative Biology, Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangzhou, China. miguel@gibh.ac",0,0.9936,0.0064,"male",1932,2012
"1767","Mihe",912,"10.1016/j.cell.2021.11.015","","","Hong",1,"Killer fatigue: Transition to NK-cell-like phenotype is a signature of CAR-T cell exhaustion.",34890549,"Cell","Department of Chemical and Biomolecular Engineering, University of California, Los Angeles, Los Angeles, CA 90095, USA",0,NA,NA,NA,NA,NA
"1768","Mikako",1983,"10.15252/embj.2020107485","","","Ito",6,"Regulated splicing of large exons is linked to phase-separation of vertebrate transcription factors.",34605568,"The EMBO journal","Division of Neurogenetics, Center for Neurological Diseases and Cancer, Nagoya University Graduate School of Medicine, Nagoya, Japan",0,NA,NA,NA,NA,NA
"1769","Mike",1720,"10.1038/s41596-021-00630-1","L","","Smith",3,"Genome-wide quantification of transcription factor binding at single-DNA-molecule resolution using methyl-transferase footprinting.",34773120,"Nature protocols","European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany",0,0.9966,0.0034,"male",1932,2012
"1770","Mike",1909,"10.15252/embj.2020106837","F","","Renne",1,"Molecular species selectivity of lipid transport creates a mitochondrial sink for di-unsaturated phospholipids.",34873731,"The EMBO journal","Membrane Biochemistry &amp",0,0.9966,0.0034,"male",1932,2012
"1771","Miles",707,"10.1016/j.cell.2021.11.001","S","","Congreve",46,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK",0,0.9973,0.0027,"male",1932,2012
"1772","Miles",317,"10.1016/j.cell.2021.10.011","","","Carroll",54,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Wellcome Centre for Human Genetics, Nuffield Department of Medicine, University of Oxford, Oxford, UK",24,0.9973,0.0027,"male",1932,2012
"1773","Min",2144,"10.15252/embj.2021108065","","","Ma",2,"PKM2-TMEM33 axis regulates lipid homeostasis in cancer cells by controlling SCAP stability.",34487377,"The EMBO journal","School of Pharmacy, University of Wisconsin-Madison, Madison, WI, USA",0,0.5925,0.4075,"male",1932,2012
"1774","Mina",908,"10.1016/j.cell.2021.11.014","","","Yousefelahiyeh",4,"Evolutionary assembly of cooperating cell types in an animal chemical defense system.",34890552,"Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA",0,0.0496,0.9504,"female",1932,2012
"1775","Mindong",2301,"10.15252/embj.2021108428","","","Ren",5,"Cardiolipin remodeling enables protein crowding in the inner mitochondrial membrane.",34661298,"The EMBO journal","Department of Anesthesiology, New York University Grossman School of Medicine, New York, NY, USA",0,NA,NA,NA,NA,NA
"1776","Ming",737,"10.1016/j.cell.2021.11.003","Ta","","Michael Lee",63,"Deciphering osteoarthritis genetics across 826,690 individuals from 9 populations.",34822786,"Cell","",0,0.6742,0.3258,"male",1932,2012
"1777","Ming-Rong",2071,"10.15252/embj.2021107757","","","Zhang",15,"A genetically targeted reporter for PET imaging of deep neuronal circuits in mammalian brains.",34636430,"The EMBO journal","Department of Radiopharmaceuticals Development, National Institutes for Quantum and Radiological Science and Technology, Chiba, Japan",0,NA,NA,NA,NA,NA
"1778","Mingyue",2170,"10.15252/embj.2021108080","","","Zheng",10,"SNX10-mediated LPS sensing causes intestinal barrier dysfunction via a caspase-5-dependent signaling cascade.",34747049,"The EMBO journal","Drug Discovery and Design Center, State Key Laboratory of Drug Research, Shanghai Institute of Materia Medica, Chinese Academy of Sciences, Shanghai, China",0,NA,NA,NA,NA,NA
"1779","Mingyue",1748,"10.1038/s41596-021-00636-9","","","Zheng",12,"Optimization of metabolomic data processing using NOREVA.",34952956,"Nature protocols","College of Pharmaceutical Sciences, Zhejiang University, Hangzhou, China",0,NA,NA,NA,NA,NA
"1780","Minke",2014,"10.15252/embj.2020107568","","","de Vries",13,"The cellular modifier MOAG-4/SERF drives amyloid formation through charge complementation.",34617299,"The EMBO journal","European Research Institute for the Biology of Ageing, University of Groningen, University Medical Centre Groningen, Groningen, The Netherlands",0,NA,NA,NA,NA,NA
"1781","Minsuk",1,"10.1016/j.cell.2021.09.013","","","Hyun",4,"Bombesin-like peptide recruits disinhibitory cortical circuits and enhances fear memories.",34610277,"Cell","Department of Neurobiology, Howard Hughes Medical Institute, Harvard Medical School, 220 Longwood Avenue, Boston, MA 02115, USA",4,NA,NA,NA,NA,NA
"1782","Mira",384,"10.1016/j.cell.2021.10.015","Levis","","Frenk",20,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Mater Research Institute, The University of Queensland, Woolloongabba, Queensland 4102, Australia",0,7e-04,0.9993,"female",1932,2012
"1783","Mirazul",1196,"10.1016/j.cell.2021.11.031","","","Islam",22,"Differential pre-malignant programs and microenvironment chart distinct paths to malignancy in human colorectal polyps.",34910928,"Cell","Epithelial Biology Center, Vanderbilt University Medical Center, Nashville, TN, USA",0,NA,NA,NA,NA,NA
"1784","Mircea",2221,"10.15252/embj.2021108234","","","Winter",5,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,NA,NA,NA,NA,NA
"1785","Miri",1941,"10.15252/embj.2020106973","","","Park",2,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"The EMBO journal","Department of Pharmacology &amp",0,0,1,"female",1932,2012
"1786","Míriam",2601,"10.15252/embj.2021109935","","","Javier-Torrent",2,"Classics never get old: neurotransmitters shape human cortical interneuron migration.",34751964,"The EMBO journal","Laboratory of Molecular Regulation of Neurogenesis, GIGA-Stem Cells and GIGA-Neurosciences, Interdisciplinary Cluster for Applied Genoproteomics (GIGA-R), University of Liège, CHU Sart Tilman, Liège, Belgium",0,NA,NA,NA,NA,NA
"1787","Mirja",1235,"10.1016/j.cell.2021.11.033","","","Mittermaier",6,"SARS-CoV-2 infection triggers profibrotic macrophage responses and lung fibrosis.",34914922,"Cell","Charité - Universitätsmedizin Berlin, Department of Infectious Diseases and Respiratory Medicine, Charité, Universitätsmedizin Berlin, Berlin, Germany",0,NA,NA,NA,NA,NA
"1788","Mirjam",2229,"10.15252/embj.2021108234","A","","Beck",1,"DNA hypomethylation leads to cGAS-induced autoinflammation in the epidermis.",34586646,"The EMBO journal","Division of Cell and Developmental Biology, Center for Anatomy and Cell Biology, Medical University of Vienna, Vienna, Austria",0,NA,NA,NA,NA,NA
"1789","Miroslav",2236,"10.15252/embj.2021108271","","","Novak",9,"CDKL5 kinase controls transcription-coupled responses to DNA damage.",34605059,"The EMBO journal","MRC Protein Phosphorylation and Ubiquitylation Unit, School of Life Sciences, University of Dundee, Dundee, UK",0,1,0,"male",1932,2012
"1790","Miroslaw",1743,"10.1038/s41596-021-00634-x","","","Janowski",11,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.",34903870,"Nature protocols","Department of Diagnostic Radiology and Nuclear Medicine, University of Maryland School of Medicine, Baltimore, MD, USA",0,NA,NA,NA,NA,NA
"1791","Mirva",1834,"10.15252/embj.2020105531","J","","Saaranen",5,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Faculty of Biochemistry and Molecular Medicine, University of Oulu, Oulu, Finland",0,NA,NA,NA,NA,NA
"1792","Mitchell",475,"10.1016/j.cell.2021.10.022","","","Guttman",16,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34813726,"Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA",3,0.9928,0.0072,"male",1932,2012
"1793","Mitchell",1114,"10.1016/j.cell.2021.11.028","","","Guttman",16,"Xist nucleates local protein gradients to propagate silencing across the X chromosome.",34890555,"Cell","",0,0.9928,0.0072,"male",1932,2012
"1794","Mitchell",361,"10.1016/j.cell.2021.10.014","","","Guttman",13,"RNA promotes the formation of spatial compartments in the nucleus.",34739832,"Cell","Division of Biology and Biological Engineering, California Institute of Technology, Pasadena, CA 91125, USA. Electronic address: mguttman@caltech",7,0.9928,0.0072,"male",1932,2012
"1795","Mohammad",1341,"10.1016/j.cell.2021.12.004","","","Naser",13,"Discovering dominant tumor immune archetypes in a pan-cancer census.",34963056,"Cell","Department of Pathology, University of California, San Francisco, San Francisco, CA 94143, USA",0,0.999,0.001,"male",1932,2012
"1796","Molly",46,"10.1016/j.cell.2021.09.022","","","Udaskin",18,"Spatially confined sub-tumor microenvironments in pancreatic cancer.",34644529,"Cell","Princess Margaret Living Biobank Core, University Health Network, Toronto, ON M5G 1L7, Canada",0,0.0023,0.9977,"female",1932,2012
"1797","Mona",2326,"10.15252/embj.2021108542","","","Hoyos",2,"A dual-function RNA balances carbon uptake and central metabolism in Vibrio cholerae.",34612526,"The EMBO journal","Institute of Microbiology, Friedrich Schiller University, Jena, Germany",0,8e-04,0.9992,"female",1932,2012
"1798","Mona",602,"10.1016/j.cell.2021.10.027","","","Khan",1,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"Cell","Max Planck Research Unit for Neurogenetics, Frankfurt, Germany",0,8e-04,0.9992,"female",1932,2012
"1799","Monessha",644,"10.1016/j.cell.2021.10.030","","","Jayabalan",1,"Unrealized potential from smaller institutions: Four strategies for advancing STEM diversity.",34822781,"Cell","Biology Department, American University, Washington, D.C. 20016, USA",0,NA,NA,NA,NA,NA
"1800","Monica",1734,"10.1038/s41596-021-00634-x","","","Pearl",10,"Hyperosmolar blood-brain barrier opening using intra-arterial injection of hyperosmotic mannitol in mice under real-time MRI guidance.",34903870,"Nature protocols","Department of Diagnostic Radiology and Nuclear Medicine, University of Maryland School of Medicine, Baltimore, MD, USA",0,0.0038,0.9962,"female",1932,2012
"1801","Monika",2445,"10.15252/embj.2021108788","I","","Linder",11,"The nucleoporin Nup50 activates the Ran guanine nucleotide exchange factor RCC1 to promote NPC assembly at the end of mitosis.",34725842,"The EMBO journal","Institute of Biochemistry, ETH Zurich, Zurich, Switzerland",1,0,1,"female",1932,2012
"1802","Morgan",2469,"10.15252/embj.2021108819","L","","Jones",1,"Structure of a human replisome shows the organisation and interactions of a DNA replication machine.",34694004,"The EMBO journal","MRC Laboratory of Molecular Biology, Cambridge, UK",0,0.1467,0.8533,"female",1932,2012
"1803","Moritz",2000,"10.15252/embj.2020107532","","","Rossner",8,"Molecular diversity of diencephalic astrocytes reveals adult astrogenesis regulated by Smad4.",34549820,"The EMBO journal","Molecular Neurobiology, Department of Psychiatry, LMU Munich, Munich, Germany",0,1,0,"male",1932,2012
"1804","Morris",1425,"10.1038/s41580-021-00390-6","J","","Birnbaum",3,"The aetiology and molecular landscape of insulin resistance.",34285405,"Nature reviews. Molecular cell biology","Internal Medicine Research Unit, Pfizer Inc., Cambridge, MA, USA. Morris.Birnbaum@pfizer",0,0.9917,0.0083,"male",1932,2012
"1805","Muhammad",2821,"10.15252/msb.202110851","","","Naveez",32,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,1,0,"male",1932,2012
"1806","Muhammad",1841,"10.15252/embj.2020105531","","","Afzal",8,"Mutation in protein disulfide isomerase A3 causes neurodevelopmental defects by disturbing endoplasmic reticulum proteostasis.",34904718,"The EMBO journal","Human Genetics Program, Department of Zoology, Faculty of Biological Sciences, Quaid-i-Azam University, Islamabad, Pakistan",0,1,0,"male",1932,2012
"1807","Mukesh",1127,"10.1016/j.cell.2021.11.029","","","Kumar",4,"Posttranslational Modifications Mediate the Structural Diversity of Tauopathy Strains.",34890553,"Cell","",0,1,0,"male",1932,2012
"1808","Muqddas",1580,"10.1038/s41596-021-00609-y","","","Tariq",2,"Capture of the newly transcribed RNA interactome using click chemistry.",34697467,"Nature protocols","Laboratory of Integrative Biology, Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangzhou, China",0,NA,NA,NA,NA,NA
"1809","Murray",2598,"10.15252/embj.2021109728","","","Stewart",12,"Helical ordering of envelope-associated proteins and glycoproteins in respiratory syncytial virus.",34935163,"The EMBO journal","Medical Research Council Laboratory of Molecular Biology, Cambridge, UK",0,0.9841,0.0159,"male",1932,2012
"1810","Mustafa",25,"10.1016/j.cell.2021.09.018","","","Sahin",10,"Enhanced prime editing systems by manipulating cellular determinants of editing outcomes.",34653350,"Cell","Human Neuron Core, Rosamund Stone Zander Translational Neuroscience Center, Boston Children's Hospital, Boston, MA 02115, USA",0,1,0,"male",1932,2012
"1811","Muying",2778,"10.15252/msb.202110851","","","Wang",42,"COVID-19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",34939300,"Molecular systems biology","",0,NA,NA,NA,NA,NA
"1812","Myriam",2183,"10.15252/embj.2021108125","","","Cuadrado",4,"Cancer-associated mutations in VAV1 trigger variegated signaling outputs and T-cell lymphomagenesis.",34617326,"The EMBO journal","Molecular Mechanisms of Cancer Program, Centro de Investigación del Cáncer, CSIC-University of Salamanca, Salamanca, Spain",0,0,1,"female",1932,2012
"1813","Na",1578,"10.1038/s41596-021-00609-y","","","Li",7,"Capture of the newly transcribed RNA interactome using click chemistry.",34697467,"Nature protocols","Laboratory of Integrative Biology, Guangzhou Institutes of Biomedicine and Health, Chinese Academy of Sciences, Guangzhou, China",0,0.1258,0.8742,"female",1932,2012
"1814","Naama",2306,"10.15252/embj.2021108439","","","Barkai",8,"A regulatory phosphorylation site on Mec1 controls chromatin occupancy of RNA polymerases during replication stress.",34569643,"The EMBO journal","Departments of Molecular Genetics and Physics of Complex Systems, Weizmann Institute of Science, Rehovot, Israel",0,0,1,"female",1932,2012
"1815","Naama",2571,"10.15252/embj.2021109519","","","Zung",4,"Widespread use of unconventional targeting signals in mitochondrial ribosome proteins.",34786732,"The EMBO journal","Department of Molecular Genetics, Weizmann Institute of Science, Rehovot, Israel",0,0,1,"female",1932,2012
"1816","Nadia",1019,"10.1016/j.cell.2021.11.021","","","Boshnak",5,"Insular cortex neurons encode and retrieve specific immune responses.",34890554,"Cell","",0,0.0016,0.9984,"female",1932,2012
"1817","Nadia",2035,"10.15252/embj.2021107711","A","","Erkamp",7,"Liquid-liquid phase separation underpins the formation of replication factories in rotaviruses.",34524703,"The EMBO journal","Department of Chemistry, University of Cambridge, Cambridge, UK",0,0.0016,0.9984,"female",1932,2012
"1818","Nadia",350,"10.1016/j.cell.2021.10.013","","","Boshnak",5,"Insular cortex neurons encode and retrieve specific immune responses.",34752731,"Cell","Department of Immunology, Rappaport Faculty of Medicine, Technion - Israel Institute of Technology, Haifa, Israel",0,0.0016,0.9984,"female",1932,2012
"1819","Nadine",720,"10.1016/j.cell.2021.11.002","","","Gogolla",1,"The brain remembers where and how inflammation struck.",34822782,"Cell","Circuits for Emotion Research Group, Max Planck Institute of Neurobiology, Martinsried, Germany",0,8e-04,0.9992,"female",1932,2012
"1820","Nadya",1500,"10.1038/s41580-021-00432-z","","","Urakova",2,"Structures and functions of coronavirus replication-transcription complexes and their relevance for SARS-CoV-2 drug design.",34824452,"Nature reviews. Molecular cell biology","Department of Medical Microbiology, Leiden University Medical Center, Leiden, Netherlands",0,0,1,"female",1932,2012
"1821","Nambirajan",1951,"10.15252/embj.2020106973","","","Sundaram",9,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"The EMBO journal","Department of Pediatric Surgery, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA",0,NA,NA,NA,NA,NA
"1822","Nan",106,"10.1016/j.cell.2021.09.030","","","Yu",11,"A phosphate starvation response-centered network regulates mycorrhizal symbiosis.",34644527,"Cell","Shanghai Key Laboratory of Plant Molecular Sciences, College of Life Sciences, Shanghai Normal University, Shanghai 200234, China",0,0,1,"female",1932,2012
"1823","Nan",1973,"10.15252/embj.2020107277","","","Li",4,"Developmental programming and lineage branching of early human telencephalon.",34558085,"The EMBO journal","Translational Medical Center for Stem Cell Therapy, Shanghai East Hospital, School of Medicine, Tongji University, Shanghai, China",0,0,1,"female",1932,2012
"1824","Nancy",1311,"10.1016/j.cell.2021.12.002","J","","Sullivan",47,"Protection from SARS-CoV-2 Delta one year after mRNA-1273 vaccination in rhesus macaques coincides with anamnestic antibody response in the lung.",34921774,"Cell","Vaccine Research Center, National Institute of Allergy and Infectious Diseases, National Institutes of Health, Bethesda, MD 20892, USA",6,0.0028,0.9972,"female",1932,2012
"1825","Naomi",311,"10.1016/j.cell.2021.10.011","","","Meardon",7,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK",24,0.0017,0.9983,"female",1932,2012
"1826","Naomi",396,"10.1016/j.cell.2021.10.015","R","","Wray",40,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Institute for Molecular Bioscience, The University of Queensland, St Lucia, Queensland 4072, Australia",0,0.0017,0.9983,"female",1932,2012
"1827","Naomi",633,"10.1016/j.cell.2021.10.028","","","McGovern",6,"Reply to Over-celling fetal microbial exposure.",34822780,"Cell","Department of Pathology and Centre for Trophoblast research, Tennis Court Rd, Cambridge CB2 1QP, UK",0,0.0017,0.9983,"female",1932,2012
"1828","Narelle",383,"10.1016/j.cell.2021.10.015","K","","Hansell",10,"Autism-related dietary preferences mediate autism-gut microbiome associations.",34767757,"Cell","Queensland Brain Institute, The University of Queensland, St Lucia, Queensland 4072, Australia",0,0,1,"female",1932,2012
"1829","Naruhiko",2082,"10.15252/embj.2021107757","","","Sahara",21,"A genetically targeted reporter for PET imaging of deep neuronal circuits in mammalian brains.",34636430,"The EMBO journal","Department of Functional Brain Imaging, National Institutes for Quantum and Radiological Science and Technology, Chiba, Japan",0,NA,NA,NA,NA,NA
"1830","Natalia",170,"10.1016/j.cell.2021.09.035","","","Kuzmina",6,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.",34715022,"Cell","Galveston National Laboratory, Galveston, TX 77550, USA",0,9e-04,0.9991,"female",1932,2012
"1831","Natalie",628,"10.1016/j.cell.2021.10.027","","","Lorent",22,"Visualizing in deceased COVID-19 patients how SARS-CoV-2 attacks the respiratory and olfactory mucosae but spares the olfactory bulb.",34798069,"Cell","Department of Respiratory Diseases, University Hospitals Leuven, Leuven, Belgium",0,0.0022,0.9978,"female",1932,2012
"1832","Natalie",301,"10.1016/j.cell.2021.10.011","","","Gillson",16,"Immunogenicity of standard and extended dosing intervals of BNT162b2 mRNA vaccine.",34735795,"Cell","Public Health England, Colindale, London, UK",24,0.0022,0.9978,"female",1932,2012
"1833","Natalya",2372,"10.15252/embj.2021108610","","","Lukoyanova",7,"Porin threading drives receptor disengagement and establishes active colicin transport through Escherichia coli OmpF.",34515361,"The EMBO journal","Department of Biological Sciences, ISMB, Birkbeck College, London, UK",0,0,1,"female",1932,2012
"1834","Nathalie",1793,"10.15252/embj.2020104543","","","Droin",10,"DNA polymerase zeta contributes to heterochromatin replication to prevent genome instability.",34533226,"The EMBO journal","Genomics Facility, Gustave Roussy, Villejuif, France",0,4e-04,0.9996,"female",1932,2012
"1835","Nathalie",1899,"10.15252/embj.2020106523","","","Hertrich",6,"Caldendrin and myosin V regulate synaptic spine apparatus localization via ER stabilization in dendritic spines.",34935159,"The EMBO journal","RG Optobiology, Institute of Biology, Humboldt Universität zu Berlin, Berlin, Germany",0,4e-04,0.9996,"female",1932,2012
"1836","Nathan",2697,"10.15252/msb.202110847","D","","Olson",4,"The genotype-phenotype landscape of an allosteric protein.",34913592,"Molecular systems biology","",0,0.9964,0.0036,"male",1932,2012
"1837","Nathan",792,"10.1016/j.cell.2021.11.004","","","Beutler",5,"Identification of a therapeutic interfering particle-A single-dose SARS-CoV-2 antiviral intervention with a high barrier to resistance.",34838159,"Cell","Department of Medicine, University of California, San Diego, San Diego, CA 92121, USA",0,0.9964,0.0036,"male",1932,2012
"1838","Nathan",936,"10.1016/j.cell.2021.11.016","","","Singh",16,"An NK-like CAR T cell transition in CAR T cell dysfunction.",34861191,"Cell","Center for Cellular Immunotherapies, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104, USA",0,0.9964,0.0036,"male",1932,2012
"1839","Nathan",904,"10.1016/j.cell.2021.11.013","D","","Grubaugh",1,"Of variants and vaccines.",34942096,"Cell","Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, CT 06510, USA",0,0.9964,0.0036,"male",1932,2012
"1840","Nathan",1938,"10.15252/embj.2020106973","","","Salomonis",14,"Ontogeny and function of the circadian clock in intestinal organoids.",34704277,"The EMBO journal","Division of Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA",0,0.9964,0.0036,"male",1932,2012
"1841","Nathan",687,"10.1016/j.cell.2021.11.001","","","Robertson",23,"From structure to clinic: Design of a muscarinic M1 receptor agonist with potential to treatment of Alzheimer's disease.",34822784,"Cell","Sosei-Heptares, Steinmetz Building, Granta Park, Cambridge, CB21 6DG, UK",0,0.9964,0.0036,"male",1932,2012
