"","ForeName","Middle1","Middle2","LastName","PMID","Title","DOI","Journal","Address","Unique"
"1368","Tomasz","","","Ahrends",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA. Electronic address: tahrends@rockefeller","Tomasz Ahrends 34717799"
"1369","Begüm","","","Aydin",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA","Begüm Aydin 34717799"
"1370","Fanny","","","Matheis",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA","Fanny Matheis 34717799"
"1371","Cajsa","H","","Classon",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA","Cajsa Classon 34717799"
"1372","François","","","Marchildon",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Molecular Metabolism, The Rockefeller University, New York, NY, USA","François Marchildon 34717799"
"1373","Gláucia","C","","Furtado",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Precision Immunology Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA","Gláucia Furtado 34717799"
"1374","Sérgio","A","","Lira",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Precision Immunology Institute, Icahn School of Medicine at Mount Sinai, New York, NY, USA","Sérgio Lira 34717799"
"1375","Daniel","","","Mucida",34717799,"Enteric pathogens induce tissue tolerance and prevent neuronal loss from subsequent infections.","10.1016/j.cell.2021.10.004","Cell","Laboratory of Mucosal Immunology, The Rockefeller University, New York, NY, USA","Daniel Mucida 34717799"
"1376","Miao","","","Gui",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Miao Gui 34715025"
"1377","Hannah","","","Farley",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","MRC Harwell Institute, Harwell Campus, Oxfordshire OX11 0RD, UK","Hannah Farley 34715025"
"1378","Priyanka","","","Anujan",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Institute of Molecular and Cell Biology, Proteos, 138673 Singapore, Singapore","Priyanka Anujan 34715025"
"1379","Jacob","R","","Anderson",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Jacob Anderson 34715025"
"1380","Dale","W","","Maxwell",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Institute of Molecular and Cell Biology, Proteos, 138673 Singapore, Singapore","Dale Maxwell 34715025"
"1381","Jonathan","B","","Whitchurch",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","MRC Harwell Institute, Harwell Campus, Oxfordshire OX11 0RD, UK","Jonathan Whitchurch 34715025"
"1382","J","Josephine","","Botsch",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","J Botsch 34715025"
"1383","Tao","","","Qiu",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Institute of Molecular and Cell Biology, Proteos, 138673 Singapore, Singapore","Tao Qiu 34715025"
"1384","Shimi","","","Meleppattu",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Shimi Meleppattu 34715025"
"1385","Sandeep","K","","Singh",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Sandeep Singh 34715025"
"1386","Qi","","","Zhang",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Genetics, Harvard Medical School, Boston, MA 02115, USA","Qi Zhang 34715025"
"1387","James","","","Thompson",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Biomedical Imaging Unit, Southampton General Hospital, Southampton, UK","James Thompson 34715025"
"1388","Jane","S","","Lucas",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Primary Ciliary Dyskinesia Centre, NIHR Biomedical Research Centre, University Hospital Southampton NHS Foundation Trust, Southampton, UK","Jane Lucas 34715025"
"1389","Colin","D","","Bingle",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Infection, Immunity &amp","Colin Bingle 34715025"
"1390","Dominic","P","","Norris",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","MRC Harwell Institute, Harwell Campus, Oxfordshire OX11 0RD, UK. Electronic address: d.norris@har.mrc.ac","Dominic Norris 34715025"
"1391","Sudipto","","","Roy",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Institute of Molecular and Cell Biology, Proteos, 138673 Singapore, Singapore","Sudipto Roy 34715025"
"1392","Alan","","","Brown",34715025,"De novo identification of mammalian ciliary motility proteins using cryo-EM.","10.1016/j.cell.2021.10.007","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA. Electronic address: alan_brown@hms.harvard","Alan Brown 34715025"
"1393","Jeffrey","M","","Friedman",34715024,"How the discovery of microbial opsins led to the development of optogenetics.","10.1016/j.cell.2021.10.008","Cell","","Jeffrey Friedman 34715024"
"1394","Emilia","","","Favuzzi",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Emilia Favuzzi 34715023"
"1395","Shuhan","","","Huang",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Shuhan Huang 34715023"
"1396","Giuseppe","A","","Saldi",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Giuseppe Saldi 34715023"
"1397","Loïc","","","Binan",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Loïc Binan 34715023"
"1398","Leena","A","","Ibrahim",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Leena Ibrahim 34715023"
"1399","Marian","","","Fernández-Otero",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Marian Fernández-Otero 34715023"
"1400","Yuqing","","","Cao",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Yuqing Cao 34715023"
"1401","Ayman","","","Zeine",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Ayman Zeine 34715023"
"1402","Adwoa","","","Sefah",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Adwoa Sefah 34715023"
"1403","Karen","","","Zheng",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Karen Zheng 34715023"
"1404","Qing","","","Xu",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Qing Xu 34715023"
"1405","Elizaveta","","","Khlestova",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Elizaveta Khlestova 34715023"
"1406","Samouil","L","","Farhi",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Samouil Farhi 34715023"
"1407","Richard","","","Bonneau",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Richard Bonneau 34715023"
"1408","Sandeep","Robert","","Datta",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Sandeep Datta 34715023"
"1409","Beth","","","Stevens",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Beth Stevens 34715023"
"1410","Gord","","","Fishell",34715023,"GABA-receptive microglia selectively sculpt developing inhibitory circuits.","10.1016/j.cell.2021.10.009","Cell","","Gord Fishell 34715023"
"1411","Pavlo","","","Gilchuk",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Pavlo Gilchuk 34715022"
"1412","Charles","D","","Murin",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA 92037, USA","Charles Murin 34715022"
"1413","Robert","W","","Cross",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Robert Cross 34715022"
"1414","Philipp","A","","Ilinykh",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Philipp Ilinykh 34715022"
"1415","Kai","","","Huang",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Kai Huang 34715022"
"1416","Natalia","","","Kuzmina",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Natalia Kuzmina 34715022"
"1417","Viktoriya","","","Borisevich",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Viktoriya Borisevich 34715022"
"1418","Krystle","N","","Agans",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Krystle Agans 34715022"
"1419","Joan","B","","Geisbert",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Joan Geisbert 34715022"
"1420","Seth","J","","Zost",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Seth Zost 34715022"
"1421","Rachel","S","","Nargi",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Rachel Nargi 34715022"
"1422","Rachel","E","","Sutton",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Rachel Sutton 34715022"
"1423","Naveenchandra","","","Suryadevara",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Naveenchandra Suryadevara 34715022"
"1424","Robin","G","","Bombardi",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Robin Bombardi 34715022"
"1425","Robert","H","","Carnahan",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","Robert Carnahan 34715022"
"1426","Alexander","","","Bukreyev",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Alexander Bukreyev 34715022"
"1427","Thomas","W","","Geisbert",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Galveston National Laboratory, Galveston, TX 77550, USA","Thomas Geisbert 34715022"
"1428","Andrew","B","","Ward",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Department of Integrative Structural and Computational Biology, The Scripps Research Institute, La Jolla, CA 92037, USA","Andrew Ward 34715022"
"1429","James","E","","Crowe",34715022,"Pan-ebolavirus protective therapy by two multifunctional human antibodies.","10.1016/j.cell.2021.09.035","Cell","Vanderbilt Vaccine Center, Vanderbilt University Medical Center, Nashville, TN 37232, USA","James Crowe 34715022"
"1430","Karl","N","","Miller",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA","Karl Miller 34715021"
"1431","Stella","G","","Victorelli",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Department of Physiology and Biomedical Engineering, Mayo Clinic, Rochester, MN 55905, USA","Stella Victorelli 34715021"
"1432","Hanna","","","Salmonowicz",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Department of Physiology and Biomedical Engineering, Mayo Clinic, Rochester, MN 55905, USA","Hanna Salmonowicz 34715021"
"1433","Nirmalya","","","Dasgupta",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA","Nirmalya Dasgupta 34715021"
"1434","Tianhui","","","Liu",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA","Tianhui Liu 34715021"
"1435","João","F","","Passos",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Department of Physiology and Biomedical Engineering, Mayo Clinic, Rochester, MN 55905, USA","João Passos 34715021"
"1436","Peter","D","","Adams",34715021,"Cytoplasmic DNA: sources, sensing, and role in aging and disease.","10.1016/j.cell.2021.09.034","Cell","Aging, Cancer and Immuno-oncology Program, Sanford Burnham Prebys Medical Discovery Institute, La Jolla, CA 92037, USA. Electronic address: padams@sbpdiscovery","Peter Adams 34715021"
"1437","Darshana","","","Gupta",34715020,"Illuminating the path to DNA repair.","10.1016/j.cell.2021.10.005","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Centre for Infection Research (HZI), Josef-Schneider-Str. 2/D15, 97080 Würzburg, Germany","Darshana Gupta 34715020"
"1438","Chase","L","","Beisel",34715020,"Illuminating the path to DNA repair.","10.1016/j.cell.2021.10.005","Cell","Helmholtz Institute for RNA-based Infection Research (HIRI), Helmholtz Centre for Infection Research (HZI), Josef-Schneider-Str. 2/D15, 97080 Würzburg, Germany","Chase Beisel 34715020"
"1439","Anna","","","Schroeder",34715019,"A neuropeptide making memories.","10.1016/j.cell.2021.09.036","Cell","Max Planck Institute for Brain Research, 60438 Frankfurt, Germany","Anna Schroeder 34715019"
"1440","Johannes","J","","Letzkus",34715019,"A neuropeptide making memories.","10.1016/j.cell.2021.09.036","Cell","Institute for Physiology, Faculty of Medicine, University of Freiburg, 79108 Freiburg, Germany","Johannes Letzkus 34715019"
"1441","Chen","","","Shen",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Chen Shen 34678144"
"1442","Runzhi","","","Li",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Runzhi Li 34678144"
"1443","Roberto","","","Negro",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Roberto Negro 34678144"
"1444","Jiewei","","","Cheng",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Jiewei Cheng 34678144"
"1445","Setu","M","","Vora",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Setu Vora 34678144"
"1446","Tian-Min","","","Fu",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Tian-Min Fu 34678144"
"1447","Anmin","","","Wang",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Anmin Wang 34678144"
"1448","Kaixin","","","He",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Kaixin He 34678144"
"1449","Liudmila","","","Andreeva",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Liudmila Andreeva 34678144"
"1450","Pu","","","Gao",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","CAS Key Laboratory of Infection and Immunity, CAS Center for Excellence in Biomacromolecules, Institute of Biophysics, Chinese Academy of Sciences, Beijing 100101, China","Pu Gao 34678144"
"1451","Zhigang","","","Tian",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Zhigang Tian 34678144"
"1452","Richard","A","","Flavell",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Immunobiology, Yale School of Medicine, New Haven, CT, USA","Richard Flavell 34678144"
"1453","Shu","","","Zhu",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Hefei National Laboratory for Physical Sciences at Microscale, the CAS Key Laboratory of Innate Immunity and Chronic Disease, School of Basic Medical Sciences, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei 230027, China","Shu Zhu 34678144"
"1454","Hao","","","Wu",34678144,"Phase separation drives RNA virus-induced activation of the NLRP6 inflammasome.","10.1016/j.cell.2021.09.032","Cell","Department of Biological Chemistry and Molecular Pharmacology, Harvard Medical School, Boston, MA 02115, USA","Hao Wu 34678144"
"1455","Qingxu","","","Liu",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Qingxu Liu 34678143"
"1456","Jiaxin","","","Li",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Jiaxin Li 34678143"
"1457","Weiji","","","Zhang",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Weiji Zhang 34678143"
"1458","Chen","","","Xiao",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Chen Xiao 34678143"
"1459","Shihao","","","Zhang",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Shihao Zhang 34678143"
"1460","Cheng","","","Nian",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Cheng Nian 34678143"
"1461","Junhong","","","Li",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Junhong Li 34678143"
"1462","Dongxue","","","Su",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Dongxue Su 34678143"
"1463","Lihong","","","Chen",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","Department of Pathology, School of Basic Medical Sciences of Fujian Medical University, Fuzhou, Fujian 350004, China","Lihong Chen 34678143"
"1464","Qian","","","Zhao",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","Eastern Hepatobiliary Surgery Hospital/Institute, Second Military Medical University, Shanghai 200433, China","Qian Zhao 34678143"
"1465","Hui","","","Shao",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","School of Biomedical Sciences and School of Medicine, Huaqiao University, Quanzhou, Fujian 362021, China","Hui Shao 34678143"
"1466","Hao","","","Zhao",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Hao Zhao 34678143"
"1467","Qinghua","","","Chen",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Qinghua Chen 34678143"
"1468","Yuxi","","","Li",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Yuxi Li 34678143"
"1469","Jing","","","Geng",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Jing Geng 34678143"
"1470","Lixin","","","Hong",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Lixin Hong 34678143"
"1471","Shuhai","","","Lin",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Shuhai Lin 34678143"
"1472","Qiao","","","Wu",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Qiao Wu 34678143"
"1473","Xianming","","","Deng",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","State Key Laboratory of Cellular Stress Biology, Innovation Center for Cell Signaling Network, School of Life Sciences, Xiamen University, Xiamen, Fujian 361102, China","Xianming Deng 34678143"
"1474","Rongqin","","","Ke",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","School of Biomedical Sciences and School of Medicine, Huaqiao University, Quanzhou, Fujian 362021, China","Rongqin Ke 34678143"
"1475","Jin","","","Ding",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","Eastern Hepatobiliary Surgery Hospital/Institute, Second Military Medical University, Shanghai 200433, China","Jin Ding 34678143"
"1476","Randy","L","","Johnson",34678143,"Glycogen accumulation and phase separation drives liver tumor initiation.","10.1016/j.cell.2021.10.001","Cell","Department of Biochemistry and Molecular Biology, University of Texas, M.D. Anderson Cancer Center, Houston, TX 77030, USA","Randy Johnson 34678143"
